,customerID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,Churn,AgeGroup
3387,3530-CRZSB,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,7,20.65,2100,5,No,Middle Age (30–59)
3388,8498-XXGWA,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,65,55.15,6205,3,No,Middle Age (30–59)
3389,9617-INGJY,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,70.6,3530,3,No,Middle Age (30–59)
3390,0621-TSSMU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),56,19.95,4838,5,No,Under 30
3391,7234-KMNRQ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4,19.0,4345,5,No,Under 30
3392,7636-PEPNS,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,58,44.1,5040,4,No,Middle Age (30–59)
3393,4683-WYDOU,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62,107.6,4697,4,No,Middle Age (30–59)
3394,9052-DHNKM,No,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,26,61.55,5156,3,No,Under 30
3395,6794-HKIAJ,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62,90.7,5496,3,No,Middle Age (30–59)
3396,5578-NKCXI,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),58,99.25,4098,3,No,Under 30
3397,1642-HMARX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,68,91.7,4113,3,No,Middle Age (30–59)
3398,3096-WPXBT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),61,100.7,4804,3,No,Middle Age (30–59)
3399,8434-PNQZX,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),42,78.45,3192,4,No,Middle Age (30–59)
3400,5950-AAAGJ,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),18,84.3,4612,3,No,Under 30
3401,4299-OPXEJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56,19.55,5764,5,No,Middle Age (30–59)
3402,4951-UKAAQ,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4,88.95,5948,1,Yes,Middle Age (30–59)
3403,9618-LFJRU,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),4,20.45,4344,5,No,Middle Age (30–59)
3404,6693-DJWTY,No,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),35,55.6,5964,3,No,Middle Age (30–59)
3405,0744-GKNGE,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64,86.8,4915,3,No,Middle Age (30–59)
3406,6447-EGDIV,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31,20.95,5772,4,No,Under 30
3407,1167-OYZJF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),67,20.05,4934,5,No,Senior (≥ 60)
3408,2108-YKQTY,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),4,50.7,4930,3,Yes,Middle Age (30–59)
3409,4806-DXQCE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,70,113.65,6146,4,No,Senior (≥ 60)
3410,4918-QLLIW,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),3,53.4,2755,2,Yes,Under 30
3411,7056-IMHCC,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53,101.9,5884,1,Yes,Senior (≥ 60)
3412,4854-SSLTN,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,2,59.5,5613,4,No,Middle Age (30–59)
3413,5294-DMSFH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29,87.8,4780,4,No,Middle Age (30–59)
3414,4837-PZTIC,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,47,41.9,2540,3,No,Middle Age (30–59)
3415,1625-JAIIY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,68,83.0,4714,1,Yes,Middle Age (30–59)
3416,0603-OLQDC,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,12,69.85,5796,3,No,Middle Age (30–59)
3417,3272-VUHPV,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),8,56.3,3135,5,No,Under 30
3418,4176-FXYBO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,54,109.55,6130,4,No,Middle Age (30–59)
3419,1063-DHQJF,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69,92.15,5817,3,No,Middle Age (30–59)
3420,8663-UPDGF,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26,69.5,3866,4,No,Middle Age (30–59)
3421,6719-FGEDO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),72,97.0,6302,4,No,Under 30
3422,1837-YQUCE,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70,58.35,4093,3,No,Middle Age (30–59)
3423,2947-DOMLJ,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1,50.6,3677,1,Yes,Middle Age (30–59)
3424,4112-LUEIZ,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,10,89.5,4206,3,Yes,Middle Age (30–59)
3425,0369-ZGOVK,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),28,70.4,5195,3,No,Middle Age (30–59)
3426,4510-HIMLV,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.8,4154,2,Yes,Middle Age (30–59)
3427,9919-KNPOO,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,21,94.3,2058,3,No,Middle Age (30–59)
3428,8749-JMNKX,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51,93.8,4788,1,Yes,Senior (≥ 60)
3429,7872-BAAZR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),53,19.55,4670,5,No,Middle Age (30–59)
3430,9391-LMANN,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,53,95.95,4523,3,No,Middle Age (30–59)
3431,2430-USGXP,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24,101.05,4766,1,Yes,Middle Age (30–59)
3432,8174-TBVCF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70,94.8,5072,3,No,Middle Age (30–59)
3433,1698-XFZCI,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,61,107.75,5364,3,No,Middle Age (30–59)
3434,1877-HKBQX,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,11,54.6,2573,4,No,Under 30
3435,4450-DLLMH,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,71.3,2274,3,No,Middle Age (30–59)
3436,0428-AXXLJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25,19.5,4761,4,No,Under 30
3437,2746-DIJLO,No,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),41,56.3,2994,5,No,Middle Age (30–59)
3438,5955-ERIHD,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,94.7,2206,1,Yes,Middle Age (30–59)
3439,0917-EZOLA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,104.15,5925,3,Yes,Senior (≥ 60)
3440,3508-VLHCZ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),71,90.55,6009,4,No,Middle Age (30–59)
3441,4086-ATNFV,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,34,60.8,4522,4,No,Middle Age (30–59)
3442,0468-YRPXN,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29,98.8,4580,5,No,Middle Age (30–59)
3443,5996-NRVXR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),40,98.15,4332,3,No,Senior (≥ 60)
3444,3739-YBWAB,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,36,35.35,3314,4,No,Middle Age (30–59)
3445,7047-FWEYA,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,46,103.15,3517,3,No,Middle Age (30–59)
3446,2000-MPKCA,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,58,107.75,5121,3,No,Middle Age (30–59)
3447,9762-YAQAA,No,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),39,81.4,4104,4,No,Middle Age (30–59)
3448,5949-EBSQK,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),4,61.45,2131,2,Yes,Middle Age (30–59)
3449,5473-KHBPS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),52,95.7,4415,3,No,Middle Age (30–59)
3450,0100-DUVFC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,70,104.8,5291,5,No,Senior (≥ 60)
3451,5397-TUPSH,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),65,70.95,4871,3,No,Senior (≥ 60)
3452,8950-MTZNV,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,44.95,3256,5,No,Middle Age (30–59)
3453,0326-VDYXE,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70,97.65,4252,4,No,Under 30
3454,6773-LQTVT,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,29,35.65,4107,5,No,Senior (≥ 60)
3455,7274-RTAPZ,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,90.55,3898,1,Yes,Under 30
3456,0436-TWFFZ,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,67,85.25,6322,4,No,Under 30
3457,8566-YPRGL,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,19.5,5279,4,No,Middle Age (30–59)
3458,0311-UNPFF,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26,88.8,4910,2,Yes,Middle Age (30–59)
3459,6609-MXJHJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30,25.1,5851,3,No,Middle Age (30–59)
3460,2669-OIDSD,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48,100.05,3468,5,No,Middle Age (30–59)
3461,8400-WZICQ,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55,55.7,4149,3,No,Middle Age (30–59)
3462,3834-XUIFC,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,7,85.2,3905,1,Yes,Under 30
3463,9576-SYUHJ,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,37,91.15,3194,3,No,Under 30
3464,0410-IPFTY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31,83.85,4283,3,No,Middle Age (30–59)
3465,2831-EBWRN,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,45.9,3200,3,No,Middle Age (30–59)
3466,9430-NKQLY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),72,25.1,4185,3,No,Middle Age (30–59)
3467,8414-MYSHR,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5,91.4,2834,1,Yes,Senior (≥ 60)
3468,0247-SLUJI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.7,2004,5,No,Middle Age (30–59)
3469,9402-ORRAH,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,91.5,4173,3,No,Senior (≥ 60)
3470,6483-OATDN,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),8,51.3,2545,4,No,Middle Age (30–59)
3471,1293-HHSHJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,35,21.1,5707,4,No,Middle Age (30–59)
3472,4840-ORQXB,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56,104.75,5128,3,No,Senior (≥ 60)
3473,7599-FKVXZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42,106.15,2265,1,Yes,Middle Age (30–59)
3474,3982-DQLUS,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65,85.75,4978,3,No,Senior (≥ 60)
3475,8610-ZIKJJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,2,20.3,2843,3,No,Middle Age (30–59)
3476,3756-VNWDH,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,65,100.75,4368,3,No,Senior (≥ 60)
3477,7801-KICAO,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18,74.15,5033,4,No,Middle Age (30–59)
3478,7673-LPRNY,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,23,78.55,3127,3,No,Middle Age (30–59)
3479,8229-TNIQA,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,4,45.3,3443,2,Yes,Middle Age (30–59)
3480,6060-QBMGV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),70,19.85,4442,5,No,Middle Age (30–59)
3481,7339-POGZN,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,4,50.7,4288,4,No,Under 30
3482,2828-SLQPF,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19,45.0,4519,3,No,Middle Age (30–59)
3483,4465-VDKIQ,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,18,77.8,4228,5,No,Middle Age (30–59)
3484,2921-XWDJH,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38,83.45,2768,3,No,Senior (≥ 60)
3485,6221-AVQYL,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2,73.25,2919,1,Yes,Middle Age (30–59)
3486,2558-BUOZZ,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),47,94.8,5022,4,No,Middle Age (30–59)
3487,9257-AZMTZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),52,20.1,4529,4,No,Under 30
3488,0003-MKNFE,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,9,59.9,5414,5,No,Middle Age (30–59)
3489,0975-UYDTX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26,90.1,2068,3,No,Middle Age (30–59)
3490,7743-EXURX,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,8,51.05,3758,1,Yes,Middle Age (30–59)
3491,4682-BLBUC,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,44,70.95,3678,5,No,Under 30
3492,0975-VOOVL,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,3,29.2,4699,4,No,Middle Age (30–59)
3493,5968-VXZLG,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,46.6,5096,4,No,Middle Age (30–59)
3494,5569-KGJHX,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),9,85.35,2445,3,Yes,Middle Age (30–59)
3495,4988-IQIGL,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.35,4403,3,Yes,Senior (≥ 60)
3496,5201-FRKKS,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25,74.3,4815,4,No,Middle Age (30–59)
3497,9799-CAYJJ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,69.3,2901,4,No,Senior (≥ 60)
3498,7730-IUTDZ,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,43,75.2,4673,1,Yes,Middle Age (30–59)
3499,0426-TIRNE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.9,5527,3,Yes,Middle Age (30–59)
3500,5443-SCMKX,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,58,94.3,6166,3,No,Middle Age (30–59)
3501,8295-KMENE,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,59,76.45,5978,4,No,Middle Age (30–59)
3502,6738-ISCBM,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,44,54.0,4256,3,No,Middle Age (30–59)
3503,9821-BESNZ,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,66,104.25,4915,4,No,Middle Age (30–59)
3504,3678-MNGZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),68,19.95,4165,3,No,Middle Age (30–59)
3505,1335-NTIUC,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,24.95,5473,5,No,Middle Age (30–59)
3506,2916-BQZLN,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,19,84.75,5157,4,No,Under 30
3507,4558-CGYCZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4,19.75,4987,3,No,Under 30
3508,2368-GAKKQ,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70,113.65,6424,4,No,Under 30
3509,8710-YGLWG,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,44.9,2451,3,No,Middle Age (30–59)
3510,3199-XGZCY,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,8,75.25,2332,4,No,Middle Age (30–59)
3511,3785-KTYSH,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,53,24.6,4610,5,No,Under 30
3512,6814-ZPWFQ,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),51,25.0,5896,4,No,Senior (≥ 60)
3513,4063-EIKNQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),11,20.95,4075,3,No,Middle Age (30–59)
3514,6993-YCOBK,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60,110.6,5756,3,No,Middle Age (30–59)
3515,5206-HPJKM,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),17,55.5,3190,4,No,Middle Age (30–59)
3516,7587-RZNME,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,43.3,4849,3,Yes,Under 30
3517,0748-RDGGM,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),70,109.5,6136,2,Yes,Middle Age (30–59)
3518,8393-JMVMB,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.45,2133,3,No,Middle Age (30–59)
3519,5019-GQVCR,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,43,84.85,4556,4,No,Senior (≥ 60)
3520,6036-TTFYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,16,19.6,4298,3,No,Middle Age (30–59)
3521,2550-AEVRU,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,57,53.45,5660,3,No,Middle Age (30–59)
3522,0969-RGKCU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37,19.8,5137,4,No,Middle Age (30–59)
3523,0378-CJKPV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,112.1,4272,4,No,Middle Age (30–59)
3524,4706-AXVKM,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),11,84.8,5118,2,Yes,Senior (≥ 60)
3525,5889-JTMUL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,50,95.05,5863,3,Yes,Senior (≥ 60)
3526,9026-RNUJS,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,5,50.35,4618,1,Yes,Senior (≥ 60)
3527,3746-EUBYR,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,74.6,5861,1,Yes,Middle Age (30–59)
3528,2332-EFBJY,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,16,19.7,3438,1,Yes,Middle Age (30–59)
3529,2880-FPNAE,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2,74.2,3170,4,No,Senior (≥ 60)
3530,1703-MGIAB,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,17,69.0,4439,5,No,Middle Age (30–59)
3531,4311-QTTAI,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),16,19.35,2017,5,No,Middle Age (30–59)
3532,9474-PHLYD,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,15,59.45,5129,1,Yes,Under 30
3533,4318-RAJVY,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,10,19.8,5270,3,No,Middle Age (30–59)
3534,2165-VOEGB,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),46,105.2,3322,2,Yes,Under 30
3535,3612-YUNGG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64,109.2,5543,4,No,Middle Age (30–59)
3536,2254-DLXRI,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,79.15,2742,4,No,Middle Age (30–59)
3537,5062-CJJKH,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,25,53.65,5854,5,No,Middle Age (30–59)
3538,9028-LIHRP,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),71,100.2,5502,3,No,Under 30
3539,2219-MVUSO,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,8,45.15,3721,2,Yes,Middle Age (30–59)
3540,1053-MXTTK,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,108.65,5730,4,No,Middle Age (30–59)
3541,1530-ZTDOZ,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49,40.65,5565,4,No,Middle Age (30–59)
3542,1301-LOPVR,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),29,55.35,5138,3,No,Middle Age (30–59)
3543,0853-TWRVK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),72,105.6,5981,3,No,Middle Age (30–59)
3544,8914-RBTSB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,31,93.8,4115,1,Yes,Middle Age (30–59)
3545,6212-ATMLK,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50,95.7,4164,4,No,Middle Age (30–59)
3546,8200-LGKSR,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,71,83.2,5350,3,No,Middle Age (30–59)
3547,1568-BEKZM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),70,90.05,4666,3,No,Senior (≥ 60)
3548,0670-ANMUU,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),71,97.65,5319,3,No,Middle Age (30–59)
3549,6897-RWMUB,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),61,68.05,4436,4,No,Under 30
3550,0963-ZBDRN,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,32,96.2,3606,3,Yes,Middle Age (30–59)
3551,7594-RQHXR,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,79.6,3108,2,Yes,Under 30
3552,6999-CHVCF,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),68,102.1,5228,3,No,Middle Age (30–59)
3553,6134-KWTBV,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),62,23.4,5822,4,No,Middle Age (30–59)
3554,1077-HUUJM,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,7,71.05,4668,5,No,Middle Age (30–59)
